policy_id,driver_age,gender,driving_experience,vehicle_make,vehicle_model,vehicle_type,vehicle_age,engine_capacity,vehicle_value,county,annual_mileage,previous_claims,claim_amount_history,no_claim_bonus,policy_type,accident_risk_index,theft_risk_index,driver_risk_score,premium_amount
18816,59,Female,32,Mazda,Demio,Pickup,15,1500,7941135,Embu,20068,1,51208,0,Comprehensive,0.91,0.96,69.5,155167.02
18817,18,Male,0,Honda,CRV,SUV,4,2500,3452835,Kiambu,27624,0,0,0,Comprehensive,0.58,0.99,65.7,83392.52
18818,22,Female,0,Honda,CRV,SUV,10,1300,5421660,Bungoma,15955,2,173540,0,Comprehensive,0.43,0.97,88.8,119474.9
18819,30,Female,4,Honda,CRV,Sedan,13,1300,2909167,Bungoma,31635,2,258260,0,Comprehensive,0.62,0.55,82.1,80037.51
18820,21,Male,0,Nissan,Navara,Hatchback,1,1800,7045144,Uasin Gishu,10592,2,192978,0,Third Party,0.75,0.35,86.5,142427.16
18821,26,Male,0,Subaru,Forester,SUV,8,1300,4668047,Meru,35165,1,175436,0,Third Party,0.28,0.64,60.7,96620.71
18822,52,Male,34,Mazda,Demio,Sedan,15,1300,3263109,Embu,56334,2,161496,0,Comprehensive,0.71,0.51,73.0,83296.63
18823,71,Female,47,Isuzu,Dmax,Pickup,3,2000,5133022,Kisumu,36671,1,49013,1,Third Party,0.23,0.64,36.7,96145.33
18824,46,Female,28,Isuzu,Dmax,Sedan,18,1800,1686756,Meru,52634,1,72896,0,Third Party,0.58,0.47,56.3,51901.34
18825,53,Female,28,Honda,CRV,Sedan,16,1300,2655109,Embu,9770,2,234074,0,Third Party,0.72,0.73,77.2,77126.64
18826,56,Male,37,Honda,CRV,Sedan,0,2000,7320053,Nakuru,30030,4,118676,0,Third Party,0.42,0.43,90.7,153700.79
18827,73,Male,44,Nissan,Navara,Hatchback,11,3000,7193495,Nakuru,45896,2,466352,1,Third Party,0.98,0.42,68.8,142402.42
18828,53,Female,33,Isuzu,Dmax,Pickup,6,1800,1942142,Kajiado,15236,1,170486,0,Comprehensive,0.9,0.47,62.4,60032.13
18829,57,Male,36,Nissan,Navara,Pickup,7,1200,6685072,Mombasa,40772,4,694404,0,Comprehensive,0.21,0.28,80.9,136626.08
18830,31,Male,8,Subaru,Impreza,Pickup,18,3000,6469742,Kiambu,34121,0,0,1,Comprehensive,0.48,0.25,41.4,113946.13
18831,70,Female,46,Mazda,CX5,Sedan,12,1200,9662294,Meru,40187,3,111981,0,Third Party,0.31,0.54,67.6,178384.41
18832,53,Male,25,Mazda,CX5,Hatchback,2,1300,8816946,Bungoma,16022,1,64733,0,Comprehensive,0.63,0.61,57.1,161304.19
18833,44,Male,17,Mazda,CX5,Sedan,18,2000,1092690,Kajiado,11120,0,0,1,Comprehensive,0.92,0.37,50.5,40190.35
18834,52,Female,30,Mitsubishi,Outlander,Sedan,7,2500,881102,Nakuru,32886,0,0,0,Comprehensive,0.82,0.81,52.3,43616.53
18835,27,Female,8,Honda,Fit,SUV,13,1300,1855446,Kisumu,48646,2,134002,0,Comprehensive,0.6,0.35,79.0,61531.69
18836,51,Female,32,Nissan,Navara,Sedan,15,1000,583503,Meru,33067,2,327916,1,Comprehensive,0.32,0.66,64.8,33952.54
18837,65,Male,42,Toyota,Corolla,Sedan,3,1500,4585998,Embu,40807,1,30875,1,Comprehensive,0.37,0.96,50.3,90739.97
18838,50,Male,25,Subaru,Forester,Pickup,17,1800,648026,Nakuru,6962,2,48346,0,Comprehensive,0.57,0.22,64.0,39970.39
18839,63,Female,34,Honda,Fit,Pickup,14,2500,2505719,Kericho,10558,1,198824,1,Comprehensive,0.65,0.59,52.3,63835.79
18840,66,Female,45,Subaru,Forester,Sedan,3,2500,9582466,Kiambu,15081,3,381849,1,Comprehensive,0.38,0.96,80.1,180536.99
18841,60,Male,38,Isuzu,Dmax,Sedan,18,1300,531970,Kiambu,18419,0,0,0,Comprehensive,0.79,0.86,48.4,34629.55
18842,52,Male,24,Mazda,Demio,Pickup,19,2500,3136061,Nairobi,56757,0,0,1,Third Party,0.5,0.49,36.3,65040.92
18843,62,Female,33,Mazda,Demio,Pickup,13,2500,7267292,Kakamega,15032,0,0,0,Comprehensive,0.55,0.3,29.0,129959.38
18844,61,Male,39,Mazda,CX5,Hatchback,16,1800,744964,Nairobi,11505,2,115556,0,Comprehensive,0.54,0.97,72.6,47074.46
18845,67,Male,43,Isuzu,Dmax,SUV,10,1500,646160,Kisumu,21380,1,35181,0,Third Party,0.77,0.36,49.3,36542.4
18846,37,Female,16,Nissan,Xtrail,Sedan,14,1300,7307304,Mombasa,57672,0,0,0,Comprehensive,0.56,0.52,46.2,131609.56
18847,57,Male,32,Isuzu,Dmax,SUV,16,3000,5712421,Embu,11844,2,368714,1,Comprehensive,0.3,0.33,54.6,110286.32
18848,43,Male,14,Isuzu,Dmax,Sedan,12,1000,7999599,Kisumu,42933,1,116893,0,Third Party,0.5,0.99,65.8,151993.98
18849,31,Male,7,Subaru,Forester,Pickup,11,2000,2479462,Uasin Gishu,54630,1,64877,1,Comprehensive,0.33,0.85,63.9,63941.93
18850,60,Male,35,Subaru,Impreza,Sedan,14,3000,5800931,Uasin Gishu,41101,2,68864,0,Comprehensive,0.69,0.24,63.0,121263.96
18851,55,Female,30,Toyota,Corolla,Sedan,18,2000,7040434,Nairobi,5710,2,161852,1,Comprehensive,0.92,0.48,77.2,141206.51
18852,51,Female,32,Isuzu,Dmax,Pickup,10,3000,2164706,Mombasa,34839,1,161614,1,Comprehensive,0.84,0.66,65.4,62470.59
18853,58,Male,38,Mazda,Demio,Sedan,6,2000,8325858,Kilifi,37472,2,391756,0,Third Party,0.5,0.96,72.7,163187.87
18854,53,Male,27,Subaru,Forester,Sedan,13,1200,7535736,Kilifi,50772,0,0,0,Third Party,0.51,0.46,35.5,132586.04
18855,39,Female,12,Mitsubishi,Pajero,Pickup,4,1500,3768565,Nairobi,50281,1,188412,0,Comprehensive,0.22,0.45,48.6,79128.48
18856,34,Female,7,Subaru,Forester,SUV,8,1300,4815313,Kakamega,42099,1,152921,0,Comprehensive,0.82,0.49,69.9,104729.69
18857,52,Male,23,Toyota,Axio,Sedan,11,1800,2251352,Kakamega,27710,0,0,0,Comprehensive,0.81,0.64,48.6,60020.28
18858,54,Female,29,Subaru,Forester,Hatchback,17,3000,830998,Kisumu,18614,2,264042,0,Third Party,0.4,0.36,59.7,44164.97
18859,66,Male,44,Mitsubishi,Outlander,Sedan,12,1300,5898298,Kajiado,32757,0,0,1,Comprehensive,0.94,0.24,37.5,105574.47
18860,40,Female,20,Mitsubishi,Pajero,SUV,10,1300,6379122,Embu,6171,2,280396,0,Third Party,0.59,0.68,78.8,131336.83
18861,61,Female,38,Nissan,Navara,SUV,1,1000,1877542,Machakos,21179,1,75557,1,Comprehensive,0.5,0.5,47.0,47863.13
18862,60,Male,36,Mazda,CX5,Pickup,11,2000,8255725,Nyeri,24996,1,130283,1,Comprehensive,1.0,0.77,67.9,156935.88
18863,26,Male,4,Toyota,Axio,Hatchback,13,2500,5771647,Nakuru,10644,2,269304,0,Third Party,0.95,0.87,100.4,134124.71
18864,40,Male,14,Nissan,Note,Sedan,1,1200,4847503,Embu,10347,1,51789,1,Third Party,0.87,1.0,78.6,105362.54
18865,48,Female,19,Subaru,Impreza,Hatchback,14,2500,9587250,Uasin Gishu,41792,0,0,1,Third Party,0.59,0.94,50.0,168158.75
18866,42,Female,13,Nissan,Note,SUV,13,3000,9951115,Kericho,21303,2,410950,1,Comprehensive,0.69,0.91,85.4,187416.73
18867,22,Female,0,Honda,Fit,Pickup,19,2500,4576163,Kilifi,59177,1,142810,0,Third Party,0.91,0.88,86.4,110092.44
18868,41,Female,12,Toyota,Prado,Sedan,5,3000,3329688,Kiambu,44566,2,24192,1,Comprehensive,0.89,0.49,83.5,86995.32
18869,19,Female,0,Isuzu,Dmax,Hatchback,0,2500,4006430,Kiambu,49924,1,181873,1,Comprehensive,0.74,0.98,84.8,94996.45
18870,68,Male,45,Subaru,Impreza,Pickup,19,1000,1296902,Uasin Gishu,49373,1,38240,0,Comprehensive,0.65,0.21,42.2,42803.53
18871,51,Female,31,Honda,CRV,Hatchback,2,1500,6538007,Bungoma,21836,1,171245,0,Comprehensive,0.8,0.31,57.2,126070.1
18872,49,Female,20,Nissan,Note,Hatchback,12,1800,5532369,Nakuru,49361,1,47213,1,Comprehensive,0.62,0.85,63.6,109785.54
18873,69,Male,50,Nissan,Xtrail,Sedan,1,1200,731358,Kajiado,13668,0,0,1,Comprehensive,0.97,0.42,40.5,29720.37
18874,46,Female,25,Toyota,Prado,Hatchback,15,1000,1884185,Kericho,24726,0,0,0,Comprehensive,0.84,0.42,48.1,52562.77
18875,46,Male,26,Mazda,CX5,SUV,11,2000,6356182,Bungoma,37345,2,478818,0,Comprehensive,0.37,0.91,73.8,132392.73
18876,24,Female,0,Isuzu,Dmax,Hatchback,6,1300,3400347,Kisumu,39078,0,0,1,Comprehensive,0.61,0.57,55.2,70855.21
18877,51,Male,29,Toyota,Prado,SUV,12,1800,770593,Kiambu,55274,0,0,0,Third Party,0.81,0.9,54.3,39808.9
18878,27,Female,0,Toyota,Corolla,Hatchback,0,1800,4023172,Meru,5894,1,168269,1,Third Party,0.67,0.69,72.9,88297.58
18879,26,Female,0,Isuzu,Dmax,Pickup,18,1000,3917811,Bungoma,34545,1,66481,1,Third Party,0.74,0.26,66.9,83467.17
18880,47,Male,29,Honda,CRV,Hatchback,14,1300,7340099,Meru,14449,3,40365,0,Third Party,0.7,0.72,94.4,152901.48
18881,65,Female,45,Nissan,Navara,SUV,18,1000,4117445,Meru,53959,1,237377,0,Third Party,0.47,0.54,44.9,85711.67
18882,34,Male,10,Honda,CRV,Hatchback,9,1000,1137421,Nyeri,40026,0,0,0,Comprehensive,0.81,0.55,55.8,43711.32
18883,45,Female,24,Nissan,Navara,Pickup,4,1500,7083465,Meru,29453,1,225253,1,Third Party,0.28,0.51,48.6,124151.97
18884,47,Female,24,Subaru,Forester,Sedan,11,1200,7641321,Kericho,55713,1,211452,0,Third Party,0.88,0.22,59.8,143619.82
18885,47,Female,25,Nissan,Xtrail,Pickup,0,2500,1651028,Bungoma,19208,3,97041,1,Comprehensive,0.89,0.86,102.9,70215.42
18886,64,Female,42,Honda,CRV,Sedan,2,3000,5926176,Machakos,34877,3,610521,0,Comprehensive,0.64,0.36,76.9,128892.64
18887,63,Female,41,Mitsubishi,Outlander,Hatchback,15,3000,8587736,Nakuru,48648,1,194855,0,Third Party,0.52,0.96,55.8,161116.04
18888,18,Male,0,Toyota,Prado,Pickup,19,1500,862788,Kajiado,22039,1,175911,1,Comprehensive,0.33,0.27,58.8,31591.82
18889,70,Male,46,Subaru,Impreza,Hatchback,4,1000,9834129,Machakos,11344,1,94720,0,Third Party,0.71,0.3,44.8,172561.93
18890,46,Male,28,Nissan,Note,Hatchback,1,1500,8273803,Nakuru,22291,4,431656,1,Comprehensive,0.8,0.58,110.1,168107.04
18891,66,Male,42,Nissan,Note,Sedan,14,1000,9053689,Kajiado,41658,3,331209,1,Third Party,0.99,0.4,87.2,173455.33
18892,39,Male,10,Nissan,Navara,Sedan,0,1500,9191137,Kisumu,34283,1,240294,0,Comprehensive,0.55,0.92,67.9,170317.05
18893,42,Male,21,Toyota,Axio,Pickup,13,1500,3220671,Bungoma,46593,0,0,1,Third Party,0.79,0.55,51.2,68560.07
18894,62,Female,34,Toyota,Axio,Pickup,15,2500,4623393,Embu,11014,3,67995,1,Third Party,0.31,0.83,77.4,104900.9
18895,25,Male,1,Subaru,Impreza,Pickup,0,1300,1031786,Kajiado,5708,0,0,0,Third Party,0.48,0.41,47.6,36676.79
18896,40,Male,18,Mazda,Demio,Sedan,0,3000,3088810,Uasin Gishu,48896,2,487602,1,Comprehensive,0.55,0.58,75.6,78582.15
18897,46,Male,18,Honda,CRV,SUV,2,1800,8237187,Kilifi,41094,0,0,1,Comprehensive,0.88,0.52,51.3,145157.8
18898,39,Female,20,Toyota,Harrier,SUV,15,2500,983207,Machakos,17934,2,93354,1,Comprehensive,0.74,0.28,75.8,46648.1
18899,65,Male,41,Isuzu,Dmax,Sedan,1,1300,7838710,Embu,16837,1,38350,1,Third Party,0.38,0.48,41.0,134980.65
18900,73,Female,45,Subaru,Forester,Pickup,13,1000,4903040,Kisumu,12067,3,258075,1,Third Party,0.93,0.34,80.7,109395.6
18901,32,Male,10,Honda,CRV,Pickup,4,2500,4280393,Nairobi,57340,1,228526,1,Third Party,0.39,0.78,63.8,90855.89
18902,74,Female,50,Subaru,Impreza,Sedan,10,1000,5652510,Nairobi,26074,1,147752,1,Third Party,0.63,0.99,54.2,110137.65
18903,25,Female,4,Nissan,Navara,Sedan,17,1500,3329339,Kilifi,31799,0,0,0,Comprehensive,0.92,0.9,70.6,82340.08
18904,71,Female,50,Nissan,Note,Sedan,13,1800,6440094,Machakos,18813,1,216533,1,Comprehensive,0.75,0.21,43.7,115951.41
18905,22,Male,1,Mitsubishi,Pajero,Hatchback,11,1500,3419198,Kajiado,54934,1,20939,1,Comprehensive,0.91,0.51,79.0,80937.97
18906,66,Female,37,Mazda,CX5,Pickup,3,1500,425264,Uasin Gishu,30885,3,708321,0,Comprehensive,0.81,0.79,89.6,50728.96
18907,54,Male,32,Toyota,Axio,Sedan,3,2500,5230500,Kisumu,20502,1,20287,0,Third Party,0.39,0.64,50.0,106507.5
18908,65,Female,42,Mitsubishi,Outlander,Sedan,2,1800,8210380,Mombasa,29601,1,124700,0,Third Party,0.86,0.4,53.8,151855.7
18909,65,Male,38,Mazda,Demio,Pickup,2,2500,3259822,Nyeri,50061,2,377210,0,Comprehensive,0.24,0.68,55.8,80497.33
18910,41,Male,21,Subaru,Forester,Sedan,11,1500,9304107,Mombasa,53340,2,431302,0,Comprehensive,0.61,0.72,79.7,175811.6
18911,43,Male,25,Mazda,Demio,SUV,0,1800,9510984,Mombasa,52463,0,0,0,Third Party,0.72,0.96,56.8,170564.76
18912,20,Male,1,Isuzu,Dmax,Hatchback,9,1500,7869485,Kajiado,29808,3,384060,1,Comprehensive,0.54,0.37,96.1,152742.27
18913,59,Male,39,Toyota,Axio,SUV,0,1500,1458773,Kakamega,8261,3,39675,0,Third Party,0.3,0.24,66.8,52881.6
18914,37,Female,13,Isuzu,Dmax,Hatchback,0,1200,9698608,Kisumu,28976,1,171922,0,Third Party,0.74,0.93,74.8,180579.12
18915,55,Male,28,Mazda,CX5,Sedan,14,1300,7431855,Kericho,42305,2,194580,0,Third Party,0.77,0.25,68.1,144727.83
18916,63,Male,39,Toyota,Harrier,Pickup,17,3000,2079495,Bungoma,58803,1,190510,0,Third Party,0.48,0.57,46.8,59192.43
18917,62,Male,35,Mitsubishi,Pajero,SUV,5,2000,2344147,Kilifi,37886,1,97495,0,Third Party,0.98,0.67,64.3,72062.21
18918,34,Male,9,Honda,CRV,Hatchback,16,1200,8083725,Nairobi,53378,1,128242,0,Comprehensive,0.62,0.42,62.5,149855.88
18919,48,Male,22,Mazda,CX5,SUV,6,2500,2878286,Kiambu,31536,2,115868,0,Comprehensive,0.88,0.46,79.1,83774.29
18920,57,Female,28,Mitsubishi,Pajero,Sedan,13,1200,6800948,Nairobi,54674,1,99244,1,Comprehensive,0.54,0.48,49.8,123114.22
18921,31,Male,7,Toyota,Corolla,Sedan,18,1000,8547494,Mombasa,35287,1,249990,1,Third Party,0.24,0.94,63.0,151512.41
18922,28,Female,5,Nissan,Navara,Pickup,9,1300,2852176,Nyeri,26994,0,0,1,Comprehensive,0.25,0.37,38.4,54732.64
18923,44,Female,25,Mazda,Demio,Sedan,5,1200,3800366,Kisumu,15691,2,312826,0,Comprehensive,0.26,0.56,64.5,86005.49
18924,47,Female,25,Mazda,CX5,SUV,0,2000,5901575,Kisumu,28171,1,31198,1,Comprehensive,0.44,0.92,60.6,115823.62
18925,28,Female,2,Nissan,Xtrail,Pickup,19,1500,6876247,Mombasa,41444,1,234165,0,Third Party,0.3,0.23,52.1,125743.71
18926,63,Male,37,Mitsubishi,Pajero,Pickup,3,1200,521242,Meru,5121,2,241868,0,Comprehensive,0.83,0.91,79.1,47668.63
18927,58,Male,38,Subaru,Forester,Pickup,14,1200,1767715,Embu,34060,1,51771,1,Third Party,0.32,0.95,52.1,48015.72
18928,73,Female,44,Isuzu,Dmax,SUV,2,2500,7916956,Nairobi,40546,0,0,1,Third Party,0.44,0.28,19.8,131754.34
18929,53,Female,28,Honda,Fit,Sedan,9,1300,6641777,Mombasa,48468,3,275196,1,Third Party,0.91,0.77,98.7,141176.65
18930,60,Female,41,Toyota,Axio,Pickup,5,1000,4850196,Kericho,26483,1,50385,0,Comprehensive,0.38,0.43,42.5,94652.94
18931,21,Female,1,Mitsubishi,Pajero,Sedan,4,1000,6073113,Machakos,28926,1,172950,0,Comprehensive,0.41,0.77,69.7,120846.69
18932,48,Male,26,Isuzu,Dmax,SUV,12,1800,7898934,Nyeri,46160,0,0,0,Third Party,0.79,0.31,43.4,140834.01
18933,72,Male,50,Nissan,Xtrail,Sedan,18,1000,2008334,Meru,36389,3,424242,0,Third Party,0.69,0.25,72.2,65975.01
18934,25,Male,5,Nissan,Navara,Sedan,1,2500,2699795,Kajiado,52799,1,114644,1,Third Party,0.97,0.76,84.3,76146.92
18935,38,Male,14,Nissan,Xtrail,SUV,11,1200,7913465,Kisumu,59757,0,0,0,Third Party,0.58,0.77,51.3,143701.97
18936,65,Female,46,Nissan,Navara,Pickup,12,1500,9483104,Kajiado,31098,2,400550,1,Third Party,0.99,0.51,74.9,174596.56
18937,71,Female,42,Isuzu,Dmax,Sedan,16,1500,8515926,Kilifi,36225,0,0,0,Comprehensive,0.84,0.91,45.4,155238.89
18938,31,Male,7,Nissan,Xtrail,Pickup,18,3000,9143606,Meru,21160,5,466135,0,Comprehensive,0.36,0.45,116.8,189354.09
18939,50,Female,24,Honda,CRV,SUV,10,3000,1859146,Nairobi,5193,0,0,0,Third Party,0.53,0.27,33.8,49137.19
18940,38,Male,17,Isuzu,Dmax,Sedan,5,1800,6471637,Mombasa,7026,1,244008,0,Comprehensive,0.87,0.41,67.8,128524.55
18941,18,Female,0,Mitsubishi,Outlander,SUV,0,1800,5568742,Nairobi,16353,2,247902,1,Third Party,0.85,0.86,101.2,121881.13
18942,59,Male,34,Subaru,Forester,Sedan,17,2000,871482,Nairobi,20472,3,735792,0,Comprehensive,0.9,0.63,92.6,60472.23
18943,29,Female,7,Subaru,Forester,Sedan,2,3000,1607954,Uasin Gishu,26746,0,0,0,Comprehensive,0.58,0.54,51.2,50519.31
18944,55,Male,33,Subaru,Impreza,Hatchback,6,2000,4503808,Machakos,6780,2,428178,1,Comprehensive,0.86,0.3,71.8,100157.12
18945,51,Female,23,Subaru,Impreza,Hatchback,7,1200,2161411,Kiambu,14527,0,0,1,Comprehensive,0.45,0.82,41.9,50071.16
18946,73,Male,51,Toyota,Prado,Pickup,0,1800,4970320,Kajiado,26775,2,353248,1,Comprehensive,0.65,0.64,63.3,102604.8
18947,39,Male,15,Isuzu,Dmax,Pickup,1,2500,7593024,Kiambu,22128,1,241997,1,Third Party,0.95,0.96,80.7,150245.36
18948,27,Female,7,Mitsubishi,Pajero,SUV,19,2500,1071816,Kericho,5375,3,51243,0,Comprehensive,0.42,0.88,99.2,61477.24
18949,31,Male,6,Isuzu,Dmax,Sedan,17,3000,3621243,Kisumu,21886,2,162320,0,Third Party,0.34,0.92,80.6,93018.64
18950,34,Male,6,Mitsubishi,Outlander,Sedan,16,1200,6995427,Nyeri,20685,3,675483,0,Comprehensive,0.95,0.79,109.8,154481.4
18951,68,Male,44,Mitsubishi,Pajero,SUV,10,1300,947064,Kajiado,52263,2,272460,1,Comprehensive,0.65,0.41,61.2,40655.96
18952,34,Male,9,Mitsubishi,Outlander,SUV,10,1800,3963012,Nakuru,41030,0,0,1,Third Party,0.44,0.31,39.9,73245.18
18953,20,Female,0,Mazda,Demio,SUV,19,1000,7123288,Bungoma,42313,2,362834,0,Comprehensive,0.71,0.33,85.4,142799.32
18954,53,Female,27,Subaru,Forester,Hatchback,0,3000,6581355,Kajiado,37277,2,99464,1,Comprehensive,0.85,0.37,73.9,132470.33
18955,64,Male,36,Mitsubishi,Pajero,Sedan,0,2000,4429974,Meru,34750,0,0,1,Third Party,0.62,0.24,28.9,82549.61
18956,21,Male,3,Toyota,Axio,Sedan,12,1000,2995295,Kilifi,16994,2,303526,0,Comprehensive,0.75,0.59,91.3,83779.42
18957,72,Female,49,Subaru,Forester,Sedan,7,2500,981783,Embu,30622,2,482336,1,Comprehensive,0.48,0.32,52.3,40226.74
18958,20,Male,0,Honda,Fit,Pickup,6,1300,7600495,Kiambu,26065,2,357716,1,Third Party,0.64,0.61,88.9,146707.42
18959,66,Male,39,Honda,CRV,Pickup,7,3000,9004126,Kericho,51647,0,0,0,Third Party,0.42,0.83,33.7,158761.89
18960,68,Female,46,Isuzu,Dmax,Sedan,9,1000,9395504,Uasin Gishu,31685,3,273810,0,Comprehensive,0.52,0.62,76.5,178332.56
18961,40,Male,20,Mazda,CX5,Pickup,6,1000,3474654,Nyeri,8464,0,0,0,Comprehensive,0.25,0.71,39.2,70969.81
18962,40,Female,18,Mitsubishi,Pajero,Sedan,16,1800,969554,Nakuru,58868,1,185614,1,Comprehensive,0.39,0.25,49.2,32093.31
18963,53,Female,27,Honda,Fit,Hatchback,18,1800,5580810,Mombasa,14215,1,90624,1,Comprehensive,0.23,0.63,45.5,101762.15
18964,20,Male,0,Mazda,Demio,SUV,4,2000,9964138,Kisumu,59985,1,202034,0,Comprehensive,0.85,0.75,83.0,188712.07
18965,65,Male,45,Honda,CRV,Pickup,9,1500,521600,Uasin Gishu,38864,1,50888,1,Comprehensive,0.69,0.78,56.3,32474.0
18966,28,Male,2,Honda,Fit,SUV,15,1000,5476810,Nakuru,58309,1,44746,0,Comprehensive,0.45,0.23,56.6,107002.15
18967,47,Male,20,Mitsubishi,Pajero,SUV,7,1500,2882855,Bungoma,49963,1,150914,1,Comprehensive,0.22,0.6,47.6,61542.82
18968,65,Male,47,Mazda,Demio,SUV,5,1200,2400572,Nyeri,30076,1,229883,0,Comprehensive,0.87,0.78,61.7,68158.58
18969,35,Male,12,Mazda,CX5,SUV,8,1500,8138374,Embu,59866,0,0,1,Comprehensive,0.51,0.73,49.9,140825.61
18970,65,Female,37,Honda,CRV,Pickup,3,1000,6321186,Kisumu,36966,0,0,1,Third Party,0.61,0.33,29.9,108567.79
18971,38,Female,15,Honda,Fit,SUV,7,3000,6400774,Meru,44826,1,104928,1,Third Party,0.65,0.59,64.8,124161.61
18972,24,Female,2,Mazda,CX5,SUV,12,1000,1707794,Kiambu,51236,2,159172,1,Third Party,0.87,0.26,86.8,58066.91
18973,38,Female,20,Mitsubishi,Pajero,Hatchback,14,1800,2817559,Nairobi,47304,4,823624,1,Comprehensive,0.9,0.86,122.7,91363.39
18974,59,Female,39,Toyota,Harrier,Pickup,13,3000,1557939,Kajiado,30617,1,50286,0,Comprehensive,0.22,0.27,35.0,44469.08
18975,71,Male,45,Isuzu,Dmax,SUV,4,1300,1292514,Kisumu,27793,3,479505,1,Comprehensive,0.63,0.88,83.5,56137.71
18976,70,Female,52,Honda,Fit,SUV,19,1300,2696994,Kiambu,35063,1,249820,1,Comprehensive,0.83,0.28,48.0,61504.91
18977,22,Male,1,Nissan,Xtrail,Pickup,2,2500,431047,Machakos,39325,2,287548,0,Comprehensive,0.6,0.47,83.9,45065.71
18978,27,Male,6,Isuzu,Dmax,Sedan,9,1300,5516461,Kakamega,40873,1,107747,0,Comprehensive,0.25,0.81,62.7,109996.91
18979,71,Female,44,Subaru,Impreza,Pickup,3,1500,8436395,Nairobi,53727,0,0,0,Third Party,0.78,0.82,41.8,152045.92
18980,73,Male,48,Honda,Fit,SUV,11,2500,2105652,Bungoma,26308,3,100821,0,Third Party,0.35,0.65,69.5,69534.78
18981,59,Male,41,Isuzu,Dmax,Hatchback,8,1000,3250484,Bungoma,46948,2,36870,1,Comprehensive,0.93,0.89,83.7,84507.26
18982,64,Male,38,Isuzu,Dmax,Sedan,8,1000,1880138,Meru,15317,1,191742,0,Third Party,0.35,0.31,37.2,48752.07
18983,56,Female,38,Subaru,Forester,Hatchback,15,3000,5991743,Bungoma,50395,1,153873,1,Third Party,0.26,0.69,46.1,110876.14
18984,54,Female,35,Mitsubishi,Outlander,Sedan,7,1500,1562769,Nairobi,54717,2,107542,1,Third Party,0.55,0.69,70.8,52091.54
18985,56,Male,30,Isuzu,Dmax,SUV,17,1200,1519267,Kakamega,18282,3,111930,0,Comprehensive,0.53,0.83,87.0,64039.01
18986,19,Male,0,Mitsubishi,Outlander,Sedan,16,1200,3423320,Nyeri,43293,2,498772,1,Comprehensive,0.92,0.23,90.2,84449.8
18987,58,Female,35,Honda,Fit,Sedan,1,3000,7765705,Nyeri,18990,3,610407,1,Third Party,0.27,0.34,68.4,146435.58
18988,62,Female,43,Subaru,Impreza,Sedan,1,1800,1444905,Kakamega,19552,2,459016,1,Comprehensive,0.7,0.5,67.5,49873.57
18989,66,Male,38,Isuzu,Dmax,Pickup,1,2000,6970182,Kajiado,7677,2,326186,1,Third Party,0.95,0.88,80.6,143802.73
18990,61,Male,41,Mitsubishi,Pajero,Sedan,17,2500,7870180,Meru,26190,0,0,0,Third Party,0.7,0.33,34.6,140752.7
18991,31,Male,2,Mitsubishi,Pajero,Sedan,0,1300,4896539,Meru,53742,1,165846,1,Comprehensive,0.45,0.75,65.5,98498.08
18992,43,Male,18,Toyota,Harrier,Sedan,10,1500,5140749,Mombasa,20814,1,89178,1,Third Party,0.36,0.98,61.4,101511.24
18993,22,Female,2,Subaru,Impreza,Pickup,7,2000,2929629,Kajiado,16919,0,0,0,Comprehensive,0.9,0.9,71.5,79244.43
18994,42,Female,19,Mazda,Demio,Pickup,18,2500,468444,Meru,32622,3,374997,0,Third Party,0.3,0.8,86.5,48626.66
18995,69,Female,45,Honda,Fit,Sedan,3,1200,4592761,Embu,28561,0,0,0,Third Party,0.6,0.51,31.2,88491.41
18996,63,Female,38,Mazda,Demio,Pickup,10,2500,7833752,Kakamega,34356,1,148092,1,Comprehensive,0.45,0.45,43.5,138956.28
18997,30,Female,7,Honda,Fit,Sedan,13,1300,1125947,Embu,51721,0,0,0,Comprehensive,0.44,0.34,42.5,36189.21
18998,22,Female,0,Isuzu,Dmax,Sedan,2,1800,8500342,Meru,33353,1,11769,1,Comprehensive,0.27,0.44,58.4,146955.13
18999,54,Female,36,Toyota,Prado,SUV,17,1000,7344092,Uasin Gishu,17045,2,388520,0,Comprehensive,0.22,0.83,63.7,140161.38
19000,34,Female,12,Nissan,Navara,SUV,0,3000,6695555,Uasin Gishu,20059,1,112316,1,Comprehensive,0.97,0.74,79.4,135183.33
19001,45,Female,25,Toyota,Prado,Pickup,14,1500,5984689,Kisumu,8836,0,0,0,Third Party,0.4,0.83,43.6,111570.33
19002,51,Male,26,Toyota,Harrier,Hatchback,0,1300,7208822,Kiambu,26522,0,0,1,Comprehensive,0.97,0.67,54.5,131782.33
19003,41,Male,22,Subaru,Impreza,Hatchback,1,1800,3427831,Kiambu,43877,0,0,1,Third Party,0.61,0.46,44.5,67967.46
19004,71,Female,43,Honda,Fit,SUV,14,1300,1710764,Kajiado,57025,1,229969,1,Comprehensive,0.94,0.82,61.6,54661.46
19005,34,Male,12,Subaru,Impreza,Hatchback,10,1000,2422495,Embu,46185,1,50567,0,Comprehensive,0.37,0.26,51.8,59287.42
19006,38,Female,12,Toyota,Corolla,Pickup,18,3000,614624,Kiambu,39642,0,0,0,Comprehensive,0.21,0.65,37.8,30669.36
